"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Staphylococcus_aureus_subsp_aureus_strain1","Staphylococcus_aureus_subsp_aureus_strain2"
"group_1773","","hypothetical protein","2","2","1","16","754","","","","344","344","344","EFOPJNHM_02470","MMPIJKCK_01679"
"group_1774","","hypothetical protein","2","2","1","16","2258","","","","344","344","344","EFOPJNHM_01278","MMPIJKCK_00835"
"group_1775","","hypothetical protein","2","2","1","16","2008","","","","329","329","329","EFOPJNHM_01501","MMPIJKCK_01001"
"frdA","","Fumarate reductase flavoprotein subunit","2","2","1","16","53","","","","1766","1766","1766","EFOPJNHM_01041","MMPIJKCK_00600"
"oppB","","Oligopeptide transport system permease protein OppB","2","2","1","16","208","","","","926","926","926","EFOPJNHM_00881","MMPIJKCK_00443"
"murA1","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1","2","2","1","16","331","","","","1265","1265","1265","EFOPJNHM_02049","MMPIJKCK_02507"
"group_1779","","hypothetical protein","2","2","1","16","1469","","","","341","341","341","EFOPJNHM_00560","MMPIJKCK_00074"
"leuS","","Leucine--tRNA ligase","2","2","1","16","1809","","","","2423","2423","2423","EFOPJNHM_01698","MMPIJKCK_01201"
"parE","","DNA topoisomerase 4 subunit B","2","2","1","16","2231","","","","1991","1991","1991","EFOPJNHM_01250","MMPIJKCK_00808"
"yagU","","Inner membrane protein YagU","2","2","1","16","1062","","","","494","494","494","EFOPJNHM_00155","MMPIJKCK_01979"
"group_1783","","hypothetical protein","2","2","1","16","1263","","","","263","263","263","EFOPJNHM_00346","MMPIJKCK_02169"
"rplF","","50S ribosomal protein L6","2","2","1","16","456","","","","536","536","536","EFOPJNHM_02177","MMPIJKCK_01396"
"group_1785","","hypothetical protein","2","2","1","16","611","","","","452","452","452","EFOPJNHM_02331","MMPIJKCK_01547"
"group_1786","","hypothetical protein","2","2","1","16","1693","","","","188","188","188","EFOPJNHM_00788","MMPIJKCK_00283"
"group_1787","","hypothetical protein","2","2","1","16","803","","","","371","371","371","EFOPJNHM_02519","MMPIJKCK_01729"
"rpsM","","30S ribosomal protein S13","2","2","1","16","447","","","","365","365","365","EFOPJNHM_02168","MMPIJKCK_01387"
"group_1789","","NAD(P)H-dependent FAD/FMN reductase","2","2","1","16","1230","","","","566","566","566","EFOPJNHM_00314","MMPIJKCK_02137"
"topA","","DNA topoisomerase 1","2","2","1","16","2119","","","","2075","2075","2075","EFOPJNHM_01142","MMPIJKCK_00697"
"coaE","","Dephospho-CoA kinase","2","2","1","16","1878","","","","623","623","623","EFOPJNHM_01629","MMPIJKCK_01131"
"map_4","","Protein map","2","2","1","16","431","","","","425","425","425","EFOPJNHM_02156","MMPIJKCK_01371"
"group_1793","","putative protein.1","2","2","1","16","845","","","","104","104","104","EFOPJNHM_02561","MMPIJKCK_01770"
"ybbH_2","","putative HTH-type transcriptional regulator YbbH","2","2","1","16","1075","","","","878","878","878","EFOPJNHM_00167","MMPIJKCK_01991"
"group_1795","","hypothetical protein","2","2","1","16","1790","","","","443","443","443","EFOPJNHM_01716","MMPIJKCK_01220"
"group_1796","","hypothetical protein","2","2","1","16","2305","","","","251","251","251","EFOPJNHM_01325","MMPIJKCK_00881"
"group_1797","","Putative bifunctional exonuclease/endonuclease protein","2","2","1","16","2537","","","","554","554","554","EFOPJNHM_01864","MMPIJKCK_02281"
"group_1798","","Farnesyl diphosphate synthase","2","2","1","16","2034","","","","881","881","881","EFOPJNHM_01477","MMPIJKCK_00977"
"group_1799","","Putative zinc metalloprotease","2","2","1","16","2131","","","","1286","1286","1286","EFOPJNHM_01154","MMPIJKCK_00709"
"glpQ_1","","Glycerophosphodiester phosphodiesterase","2","2","1","16","2822","","","","929","929","929","EFOPJNHM_00855","MMPIJKCK_00417"
"group_1801","","hypothetical protein","2","2","1","16","804","","","","278","278","278","EFOPJNHM_02520","MMPIJKCK_01730"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","2","2","1","16","717","","","","866","866","866","EFOPJNHM_02433","MMPIJKCK_01644"
"yycI","","Two-component system WalR/WalK regulatory protein YycI","2","2","1","16","950","","","","788","788","788","EFOPJNHM_00023","MMPIJKCK_01877"
"ptsI","","Phosphoenolpyruvate-protein phosphotransferase","2","2","1","16","115","","","","1718","1718","1718","EFOPJNHM_00979","MMPIJKCK_00539"
"group_1805","","hypothetical protein","2","2","1","16","723","","","","680","680","680","EFOPJNHM_02439","MMPIJKCK_01649"
"pyrB","","Aspartate carbamoyltransferase","2","2","1","16","2071","","","","881","881","881","EFOPJNHM_01092","MMPIJKCK_00649"
"ydeN","","Putative hydrolase YdeN","2","2","1","16","2475","","","","554","554","554","EFOPJNHM_01770","MMPIJKCK_01277"
"group_1808","","hypothetical protein","2","2","1","16","1547","","","","644","644","644","EFOPJNHM_00640","MMPIJKCK_00153"
"group_1809","","hypothetical protein","2","2","1","16","479","","","","164","164","164","EFOPJNHM_02200","MMPIJKCK_01419"
"group_1810","","hypothetical protein","2","2","1","16","1105","","","","494","494","494","EFOPJNHM_00196","MMPIJKCK_02010"
"sle1","","N-acetylmuramoyl-L-alanine amidase sle1","2","2","1","16","1341","","","","1004","1004","1004","EFOPJNHM_00413","MMPIJKCK_02232"
"group_1812","","hypothetical protein","2","2","1","16","158","","","","215","215","215","EFOPJNHM_00936","MMPIJKCK_00496"
"yhfS","","Putative acetyl-CoA C-acetyltransferase YhfS","2","2","1","16","1452","","","","1139","1139","1139","EFOPJNHM_00543","MMPIJKCK_00057"
"veg","","Protein Veg","2","2","1","16","1370","","","","263","263","263","EFOPJNHM_00446","MMPIJKCK_02558"
"perR","","Peroxide-responsive repressor PerR","2","2","1","16","2504","","","","446","446","446","EFOPJNHM_01831","MMPIJKCK_02248"
"coaBC","","Coenzyme A biosynthesis bifunctional protein CoaBC","2","2","1","16","2082","","","","1199","1199","1199","EFOPJNHM_01103","MMPIJKCK_00660"
"group_1817","","hypothetical protein","2","2","1","16","565","","","","491","491","491","EFOPJNHM_02286","MMPIJKCK_01504"
"sbnB","","N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase","2","2","1","16","996","","","","1010","1010","1010","EFOPJNHM_00089","MMPIJKCK_01916"
"group_1819","","hypothetical protein","2","2","1","16","1562","","","","458","458","458","EFOPJNHM_00655","MMPIJKCK_00168"
"lacF","","PTS system lactose-specific EIIA component","2","2","1","16","417","","","","311","311","311","EFOPJNHM_02144","MMPIJKCK_01358"
"arcB","","Ornithine carbamoyltransferase, catabolic","2","2","1","16","852","","","","1010","1010","1010","EFOPJNHM_02568","MMPIJKCK_01777"
"group_1822","","Putative peptidyl-prolyl cis-trans isomerase","2","2","1","16","2817","","","","593","593","593","EFOPJNHM_00850","MMPIJKCK_00412"
"group_1823","","hypothetical protein","2","2","1","16","344","","","","524","524","524","EFOPJNHM_02063","MMPIJKCK_02494"
"dapH_1","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","2","2","1","16","1040","","","","557","557","557","EFOPJNHM_00133","MMPIJKCK_01957"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","2","2","1","16","1655","","","","1517","1517","1517","EFOPJNHM_00750","MMPIJKCK_00262"
"group_1826","","hypothetical protein","2","2","1","16","1807","","","","953","953","953","EFOPJNHM_01700","MMPIJKCK_01203"
"yhfK","","putative sugar epimerase YhfK","2","2","1","16","373","","","","665","665","665","EFOPJNHM_02093","MMPIJKCK_02465"
"group_1828","","hypothetical protein","2","2","1","16","1925","","","","875","875","875","EFOPJNHM_01583","MMPIJKCK_01084"
"group_1829","","hypothetical protein","2","2","1","16","2576","","","","557","557","557","EFOPJNHM_01897","MMPIJKCK_02328"
"group_1830","","hypothetical protein","2","2","1","16","846","","","","455","455","455","EFOPJNHM_02562","MMPIJKCK_01771"
"group_1831","","hypothetical protein","2","2","1","16","1008","","","","692","692","692","EFOPJNHM_00101","MMPIJKCK_01928"
"pfkA","","ATP-dependent 6-phosphofructokinase","2","2","1","16","1867","","","","968","968","968","EFOPJNHM_01640","MMPIJKCK_01141"
"yfcA","","putative membrane transporter protein YfcA","2","2","1","16","1852","","","","770","770","770","EFOPJNHM_01655","MMPIJKCK_01156"
"trxB","","Thioredoxin reductase","2","2","1","16","1644","","","","935","935","935","EFOPJNHM_00738","MMPIJKCK_00250"
"nrdF","","Ribonucleoside-diphosphate reductase subunit beta","2","2","1","16","1612","","","","971","971","971","EFOPJNHM_00706","MMPIJKCK_00218"
"group_1836","","hypothetical protein","2","2","1","16","1157","","","","392","392","392","EFOPJNHM_00247","MMPIJKCK_02062"
"group_1837","","hypothetical protein","2","2","1","16","1956","","","","269","269","269","EFOPJNHM_01553","MMPIJKCK_01053"
"yclP","","Petrobactin import ATP-binding protein YclP","2","2","1","16","1615","","","","761","761","761","EFOPJNHM_00709","MMPIJKCK_00221"
"yefM","","Antitoxin YefM","2","2","1","16","626","","","","251","251","251","EFOPJNHM_02346","MMPIJKCK_01562"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","2","2","1","16","2000","","","","872","872","872","EFOPJNHM_01509","MMPIJKCK_01009"
"group_1841","","hypothetical protein","2","2","1","16","2790","","","","266","266","266","EFOPJNHM_00823","MMPIJKCK_00385"
"group_1842","","hypothetical protein","2","2","1","16","1815","","","","422","422","422","EFOPJNHM_01692","MMPIJKCK_01193"
"group_1843","","hypothetical protein","2","2","1","16","595","","","","944","944","944","EFOPJNHM_02315","MMPIJKCK_01532"
"dnaK","","Chaperone protein DnaK","2","2","1","16","1975","","","","1832","1832","1832","EFOPJNHM_01534","MMPIJKCK_01034"
"sodM","","Superoxide dismutase [Mn/Fe] 2","2","2","1","16","1012","","","","599","599","599","EFOPJNHM_00105","MMPIJKCK_01932"
"pbuG","","Guanine/hypoxanthine permease PbuG","2","2","1","16","474","","","","1334","1334","1334","EFOPJNHM_02195","MMPIJKCK_01414"
"group_1847","","hypothetical protein","2","2","1","16","1860","","","","413","413","413","EFOPJNHM_01647","MMPIJKCK_01148"
"ysdC_2","","Putative aminopeptidase YsdC","2","2","1","16","674","","","","1076","1076","1076","EFOPJNHM_02393","MMPIJKCK_01609"
"group_1849","","hypothetical protein","2","2","1","16","1057","","","","359","359","359","EFOPJNHM_00150","MMPIJKCK_01974"
"sufT","","Fe-S protein maturation auxiliary factor SufT","2","2","1","16","2835","","","","308","308","308","EFOPJNHM_00868","MMPIJKCK_00429"
"group_1851","","hypothetical protein","2","2","1","16","2189","","","","122","122","122","EFOPJNHM_01210","MMPIJKCK_00766"
"mazF","","Endoribonuclease MazF","2","2","1","16","2671","","","","362","362","362","EFOPJNHM_02019","MMPIJKCK_02536"
"group_1853","","hypothetical protein","2","2","1","16","2204","","","","584","584","584","EFOPJNHM_01223","MMPIJKCK_00781"
"glpF","","Glycerol uptake facilitator protein","2","2","1","16","2167","","","","818","818","818","EFOPJNHM_01190","MMPIJKCK_00745"
"secG","","putative protein-export membrane protein SecG","2","2","1","16","1658","","","","233","233","233","EFOPJNHM_00753","MMPIJKCK_00265"
"rpsG","","30S ribosomal protein S7","2","2","1","16","1422","","","","470","470","470","EFOPJNHM_00514","MMPIJKCK_00029"
"bacF","","Transaminase BacF","2","2","1","16","778","","","","1154","1154","1154","EFOPJNHM_02494","MMPIJKCK_01703"
"yydK","","putative HTH-type transcriptional regulator YydK","2","2","1","16","1149","","","","704","704","704","EFOPJNHM_00239","MMPIJKCK_02054"
"uppS","","Isoprenyl transferase","2","2","1","16","2129","","","","770","770","770","EFOPJNHM_01152","MMPIJKCK_00707"
"truA","","tRNA pseudouridine synthase A","2","2","1","16","440","","","","803","803","803","EFOPJNHM_02161","MMPIJKCK_01380"
"group_1861","","hypothetical protein","2","2","1","16","1460","","","","1484","1484","1484","EFOPJNHM_00551","MMPIJKCK_00065"
"lacR","","Lactose phosphotransferase system repressor","2","2","1","16","422","","","","755","755","755","EFOPJNHM_02149","MMPIJKCK_01363"
"group_1863","brnQ_1","Branched-chain amino acid transport system 2 carrier protein","2","2","1","16","2281","","","","1343","1343","1343","EFOPJNHM_01302","MMPIJKCK_00858"
"group_1864","","hypothetical protein","2","2","1","16","598","","","","2105","2105","2105","EFOPJNHM_02318","MMPIJKCK_01535"
"guaA","","GMP synthase [glutamine-hydrolyzing]","2","2","1","16","1284","","","","1541","1541","1541","EFOPJNHM_00362","MMPIJKCK_02186"
"grpE","","Protein GrpE","2","2","1","16","1974","","","","626","626","626","EFOPJNHM_01535","MMPIJKCK_01035"
"oppD_2","","Oligopeptide transport ATP-binding protein OppD","2","2","1","16","202","","","","986","986","986","EFOPJNHM_00887","MMPIJKCK_00449"
"group_1868","","PTS system EIIBC component","2","2","1","16","1074","","","","1454","1454","1454","EFOPJNHM_00166","MMPIJKCK_01990"
"brnQ_1","","Branched-chain amino acid transport system 2 carrier protein","2","2","1","16","1068","","","","1355","1355","1355","EFOPJNHM_00160","MMPIJKCK_01984"
"gyrB","","DNA gyrase subunit B","2","2","1","16","934","","","","1934","1934","1934","EFOPJNHM_00005","MMPIJKCK_01859"
"group_1871","","hypothetical protein","2","2","1","16","1092","","","","1163","1163","1163","EFOPJNHM_00183","MMPIJKCK_01997"
"group_1872","","hypothetical protein","2","2","1","16","1485","","","","476","476","476","EFOPJNHM_00578","MMPIJKCK_00092"
"fni","","Isopentenyl-diphosphate delta-isomerase","2","2","1","16","563","","","","1049","1049","1049","EFOPJNHM_02284","MMPIJKCK_01502"
"ktrB_2","","Ktr system potassium uptake protein B","2","2","1","16","2717","","","","1307","1307","1307","EFOPJNHM_01971","MMPIJKCK_02408"
"femX","","Lipid II:glycine glycyltransferase","2","2","1","16","482","","","","1265","1265","1265","EFOPJNHM_02203","MMPIJKCK_01422"
"essC","","Type VII secretion system protein EssC","2","2","1","16","1172","","","","4439","4439","4439","EFOPJNHM_00261","MMPIJKCK_02079"
"group_1877","","hypothetical protein","2","2","1","16","1589","","","","440","440","440","EFOPJNHM_00682","MMPIJKCK_00195"
"csbB","","Putative glycosyltransferase CsbB","2","2","1","16","1585","","","","983","983","983","EFOPJNHM_00678","MMPIJKCK_00191"
"treR_1","","HTH-type transcriptional regulator TreR","2","2","1","16","1352","","","","728","728","728","EFOPJNHM_00425","MMPIJKCK_02243"
"group_1880","","hypothetical protein","2","2","1","16","792","","","","377","377","377","EFOPJNHM_02508","MMPIJKCK_01717"
"addB","","ATP-dependent helicase/deoxyribonuclease subunit B","2","2","1","16","2829","","","","3476","3476","3476","EFOPJNHM_00862","MMPIJKCK_00424"
"thiI","","putative tRNA sulfurtransferase","2","2","1","16","1851","","","","1223","1223","1223","EFOPJNHM_01656","MMPIJKCK_01157"
"group_1883","","hypothetical protein","2","2","1","16","584","","","","1673","1673","1673","EFOPJNHM_02305","MMPIJKCK_01523"
"nth_2","","Endonuclease III","2","2","1","16","2330","","","","659","659","659","EFOPJNHM_01346","MMPIJKCK_00905"
"miaA","","tRNA dimethylallyltransferase","2","2","1","16","2171","","","","935","935","935","EFOPJNHM_01194","MMPIJKCK_00749"
"pepT_2","","Peptidase T","2","2","1","16","2043","","","","1133","1133","1133","EFOPJNHM_01467","MMPIJKCK_00968"
"bshC","","Putative cysteine ligase BshC","2","2","1","16","23","","","","1613","1613","1613","EFOPJNHM_01070","MMPIJKCK_00629"
"xerD_2","","Tyrosine recombinase XerD","2","2","1","16","2057","","","","887","887","887","EFOPJNHM_01453","MMPIJKCK_00947"
"murJ","","Lipid II flippase MurJ","2","2","1","16","1813","","","","1661","1661","1661","EFOPJNHM_01694","MMPIJKCK_01195"
"ltaE","","Low specificity L-threonine aldolase","2","2","1","16","2194","","","","1025","1025","1025","EFOPJNHM_01213","MMPIJKCK_00771"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","2","2","1","16","19","","","","965","965","965","EFOPJNHM_01075","MMPIJKCK_00633"
"group_1892","","hypothetical protein","2","2","1","16","2567","","","","1097","1097","1097","EFOPJNHM_01888","MMPIJKCK_02319"
"group_1893","","putative protein","2","2","1","16","1496","","","","800","800","800","EFOPJNHM_00589","MMPIJKCK_00102"
"cls_2","","Cardiolipin synthase","2","2","1","16","320","","","","1484","1484","1484","EFOPJNHM_02038","MMPIJKCK_02518"
"group_1895","","hypothetical protein","2","2","1","16","1780","","","","770","770","770","EFOPJNHM_01726","MMPIJKCK_01230"
"panS","","Pantothenate precursors transporter PanS","2","2","1","16","540","","","","917","917","917","EFOPJNHM_02261","MMPIJKCK_01479"
"lytR","","Sensory transduction protein LytR","2","2","1","16","1146","","","","740","740","740","EFOPJNHM_00236","MMPIJKCK_02051"
"nikA","","Nickel-binding protein NikA","2","2","1","16","1122","","","","1475","1475","1475","EFOPJNHM_00212","MMPIJKCK_02027"
"pgi","","Glucose-6-phosphate isomerase","2","2","1","16","2825","","","","1331","1331","1331","EFOPJNHM_00858","MMPIJKCK_00420"
"group_19","","hypothetical protein","2","2","1","16","1875","","","","968","1487","1227","EFOPJNHM_01632","MMPIJKCK_01134"
"mreC","","Cell shape-determining protein MreC","2","2","1","16","1908","","","","842","842","842","EFOPJNHM_01600","MMPIJKCK_01101"
"hsdM_1","","Type I restriction enzyme EcoKI M protein","2","2","1","16","1760","","","","1556","1556","1556","EFOPJNHM_01744","MMPIJKCK_01250"
"rluB","","Ribosomal large subunit pseudouridine synthase B","2","2","1","16","2383","","","","737","737","737","EFOPJNHM_01449","MMPIJKCK_00943"
"group_1903","","putative AAA domain-containing protein","2","2","1","16","1929","","","","1274","1274","1274","EFOPJNHM_01579","MMPIJKCK_01080"
"group_1904","","hypothetical protein","2","2","1","16","2048","","","","866","866","866","EFOPJNHM_01462","MMPIJKCK_00956"
"nrtD","","Nitrate import ATP-binding protein NrtD","2","2","1","16","1053","","","","740","740","740","EFOPJNHM_00146","MMPIJKCK_01970"
