locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEALKAJD_01084	CDS	717	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GEALKAJD_01085	CDS	612	fmnP		COG3601	Riboflavin transporter FmnP
GEALKAJD_01086	CDS	1524				hypothetical protein
GEALKAJD_01087	CDS	1341		3.4.13.-		Putative dipeptidase
GEALKAJD_01088	CDS	738				hypothetical protein
GEALKAJD_01089	CDS	222				hypothetical protein
GEALKAJD_01090	CDS	1032				hypothetical protein
GEALKAJD_01091	CDS	1404	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
GEALKAJD_01092	CDS	636				hypothetical protein
GEALKAJD_01093	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
GEALKAJD_01094	CDS	1230	ypfD		COG0539	30S ribosomal protein S1 
GEALKAJD_01095	CDS	1311	der		COG1160	GTPase Der
GEALKAJD_01096	CDS	276	hupA		COG0776	DNA-binding protein HU 1
GEALKAJD_01097	CDS	1047				hypothetical protein
GEALKAJD_01098	CDS	1260	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
GEALKAJD_01099	CDS	582				hypothetical protein
GEALKAJD_01100	CDS	876				hypothetical protein
GEALKAJD_01101	CDS	333	ypjD		COG1694	putative protein YpjD
GEALKAJD_01102	CDS	750	cca_1	2.7.7.72		CCA-adding enzyme
GEALKAJD_01103	CDS	462	cca_2	2.7.7.72		CCA-adding enzyme
GEALKAJD_01104	CDS	456				hypothetical protein
GEALKAJD_01105	CDS	276				hypothetical protein
GEALKAJD_01106	CDS	2079				hypothetical protein
GEALKAJD_01107	CDS	1887	ettA		COG0488	Energy-dependent translational throttle protein EttA
GEALKAJD_01108	CDS	948	thyA	2.1.1.45	COG0207	Thymidylate synthase
GEALKAJD_01109	CDS	528	folA_1	1.5.1.3		Dihydrofolate reductase
GEALKAJD_01110	CDS	654				hypothetical protein
GEALKAJD_01111	CDS	843			COG1307	DegV domain-containing protein
GEALKAJD_01112	CDS	897				hypothetical protein
GEALKAJD_01113	CDS	714				hypothetical protein
GEALKAJD_01114	CDS	519	msrA_3	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GEALKAJD_01115	CDS	228				hypothetical protein
GEALKAJD_01116	CDS	552	sipV	3.4.21.89	COG0681	Signal peptidase I V
GEALKAJD_01117	CDS	543	folT_1			Folate transporter FolT
GEALKAJD_01118	CDS	399				hypothetical protein
GEALKAJD_01119	CDS	861	rbgA		COG1161	Ribosome biogenesis GTPase A
GEALKAJD_01120	CDS	405	rnhB_1	3.1.26.4	COG0164	Ribonuclease HII
GEALKAJD_01121	CDS	315	rnhB_2	3.1.26.4	COG0164	Ribonuclease HII
GEALKAJD_01122	CDS	858	dprA		COG0758	DNA processing protein DprA
GEALKAJD_01123	CDS	2079	topA	5.6.2.1		DNA topoisomerase 1
GEALKAJD_01124	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
GEALKAJD_01125	CDS	906	xerC_5		COG4974	Tyrosine recombinase XerC
GEALKAJD_01126	CDS	549	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
GEALKAJD_01127	CDS	1401	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
GEALKAJD_01128	CDS	792	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
GEALKAJD_01129	CDS	876	lacX			Protein LacX, plasmid
GEALKAJD_01130	CDS	639	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
GEALKAJD_01131	CDS	435	yccU		COG1832	putative protein YccU
GEALKAJD_01132	CDS	2046	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
GEALKAJD_01133	CDS	2451	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GEALKAJD_01134	CDS	2232	pflB	2.3.1.54		Formate acetyltransferase
GEALKAJD_01135	CDS	762	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
GEALKAJD_01136	CDS	927	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
GEALKAJD_01137	CDS	894				hypothetical protein
GEALKAJD_01138	CDS	633				hypothetical protein
GEALKAJD_01139	CDS	543				hypothetical protein
GEALKAJD_01140	CDS	390				hypothetical protein
GEALKAJD_01141	CDS	765				hypothetical protein
GEALKAJD_01142	CDS	948	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
GEALKAJD_01143	CDS	741				hypothetical protein
GEALKAJD_01144	CDS	669				hypothetical protein
GEALKAJD_01145	CDS	288				hypothetical protein
GEALKAJD_01146	CDS	1539				hypothetical protein
GEALKAJD_01147	CDS	966	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GEALKAJD_01148	CDS	1323	garB	1.8.1.16		Glutathione amide reductase
GEALKAJD_01149	CDS	744	ribX			Riboflavin transport system permease protein RibX
GEALKAJD_01150	CDS	993	thiY		COG0715	Formylaminopyrimidine-binding protein
GEALKAJD_01151	CDS	738	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GEALKAJD_01152	CDS	723	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GEALKAJD_01153	CDS	624				hypothetical protein
GEALKAJD_01154	CDS	693	smc_4			Chromosome partition protein Smc
GEALKAJD_01155	CDS	291				hypothetical protein
GEALKAJD_01156	CDS	243	fosX		COG0346	Fosfomycin resistance protein FosX
GEALKAJD_01157	CDS	327				hypothetical protein
GEALKAJD_01158	CDS	1179				IS256 family transposase ISEf1
GEALKAJD_01159	CDS	969				hypothetical protein
GEALKAJD_01160	tRNA	85				tRNA-Leu(gag)
GEALKAJD_01161	CDS	162				hypothetical protein
GEALKAJD_01162	CDS	1221	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GEALKAJD_01163	CDS	837				hypothetical protein
GEALKAJD_01164	CDS	1149	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
GEALKAJD_01165	CDS	1059				hypothetical protein
GEALKAJD_01166	CDS	1020	hgdH	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
GEALKAJD_01167	CDS	717	dcuR		COG4565	Transcriptional regulatory protein DcuR
GEALKAJD_01168	CDS	786	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GEALKAJD_01169	CDS	822	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GEALKAJD_01170	CDS	525	yuaF			putative membrane protein YuaF
GEALKAJD_01171	CDS	1500	yqiK		COG2268	Inner membrane protein YqiK
GEALKAJD_01172	CDS	603				hypothetical protein
GEALKAJD_01173	CDS	957				hypothetical protein
GEALKAJD_01174	CDS	957	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GEALKAJD_01175	CDS	561				hypothetical protein
GEALKAJD_01176	CDS	825				hypothetical protein
GEALKAJD_01177	CDS	618	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
GEALKAJD_01178	CDS	684				hypothetical protein
GEALKAJD_01179	CDS	1284	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
GEALKAJD_01180	CDS	888	araP		COG1175	L-arabinose transport system permease protein AraP
GEALKAJD_01181	CDS	837	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_01182	CDS	624				hypothetical protein
GEALKAJD_01183	CDS	1293	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
GEALKAJD_01184	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
GEALKAJD_01185	CDS	1308				Nucleobase transporter PlUacP
GEALKAJD_01186	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GEALKAJD_01187	CDS	1125	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
GEALKAJD_01188	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GEALKAJD_01189	CDS	378				hypothetical protein
GEALKAJD_01190	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GEALKAJD_01191	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GEALKAJD_01192	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
GEALKAJD_01193	CDS	2223	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
GEALKAJD_01194	CDS	1440	purF	2.4.2.14		Amidophosphoribosyltransferase
GEALKAJD_01195	CDS	1053	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
GEALKAJD_01196	CDS	579	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
GEALKAJD_01197	CDS	1536	purH			Bifunctional purine biosynthesis protein PurH
GEALKAJD_01198	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GEALKAJD_01199	CDS	915	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
GEALKAJD_01200	CDS	1566	rhaR_1			HTH-type transcriptional activator RhaR
GEALKAJD_01201	CDS	1452				hypothetical protein
GEALKAJD_01202	CDS	1017	ytfQ			ABC transporter periplasmic-binding protein YtfQ
GEALKAJD_01203	CDS	1089	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
GEALKAJD_01204	CDS	1527	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
GEALKAJD_01205	CDS	1206	xylH		COG4214	Xylose transport system permease protein XylH
GEALKAJD_01206	CDS	978	guaC	1.7.1.7	COG0516	GMP reductase
GEALKAJD_01207	CDS	1425	norG		COG1167	HTH-type transcriptional regulator NorG
GEALKAJD_01208	CDS	1110	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
GEALKAJD_01209	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
GEALKAJD_01210	CDS	1644				hypothetical protein
GEALKAJD_01211	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
GEALKAJD_01212	CDS	276				hypothetical protein
GEALKAJD_01213	CDS	768	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
GEALKAJD_01214	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
GEALKAJD_01215	CDS	1773	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
GEALKAJD_01216	CDS	303				hypothetical protein
GEALKAJD_01217	CDS	1164	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
GEALKAJD_01218	CDS	3429	pycA	6.4.1.1		Pyruvate carboxylase
GEALKAJD_01219	CDS	1125				hypothetical protein
GEALKAJD_01220	CDS	447				hypothetical protein
GEALKAJD_01221	CDS	339				hypothetical protein
GEALKAJD_01222	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GEALKAJD_01223	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GEALKAJD_01224	CDS	1044	ylbL		COG3480	putative protein YlbL
GEALKAJD_01225	CDS	618				hypothetical protein
GEALKAJD_01226	CDS	246				hypothetical protein
GEALKAJD_01227	CDS	219				hypothetical protein
GEALKAJD_01228	CDS	540	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
GEALKAJD_01229	CDS	2274	comEC		COG0658	ComE operon protein 3
GEALKAJD_01230	CDS	1047	yqeN		COG1466	putative protein YqeN
GEALKAJD_01231	CDS	255	rpsT			30S ribosomal protein S20
GEALKAJD_01232	CDS	270				hypothetical protein
GEALKAJD_01233	CDS	456				hypothetical protein
GEALKAJD_01234	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
GEALKAJD_01235	CDS	834	uppP	3.6.1.27		Undecaprenyl-diphosphatase
GEALKAJD_01236	CDS	705	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GEALKAJD_01237	CDS	627		3.-.-.-		putative metallo-hydrolase
GEALKAJD_01238	CDS	2376	dinG_1	3.1.-.-		3'-5' exonuclease DinG
GEALKAJD_01239	CDS	492				hypothetical protein
GEALKAJD_01240	CDS	939				hypothetical protein
GEALKAJD_01241	CDS	345				hypothetical protein
GEALKAJD_01242	CDS	501				hypothetical protein
GEALKAJD_01243	tRNA	86				tRNA-Leu(cag)
GEALKAJD_01244	CDS	639				hypothetical protein
GEALKAJD_01245	CDS	435				Putative universal stress protein
GEALKAJD_01246	CDS	321				hypothetical protein
GEALKAJD_01247	CDS	192				hypothetical protein
GEALKAJD_01248	CDS	258				hypothetical protein
GEALKAJD_01249	CDS	264				hypothetical protein
GEALKAJD_01250	CDS	189				hypothetical protein
GEALKAJD_01251	CDS	186				hypothetical protein
GEALKAJD_01252	CDS	372				hypothetical protein
GEALKAJD_01253	tRNA	73				tRNA-Gln(ctg)
GEALKAJD_01254	CDS	429				hypothetical protein
GEALKAJD_01255	CDS	759				hypothetical protein
GEALKAJD_01256	CDS	198				hypothetical protein
GEALKAJD_01257	CDS	483				hypothetical protein
GEALKAJD_01258	CDS	597				hypothetical protein
GEALKAJD_01259	CDS	1467	dtpT		COG3104	Di-/tripeptide transporter
GEALKAJD_01260	CDS	3528	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
GEALKAJD_01261	CDS	3723	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
GEALKAJD_01262	CDS	342	yodB		COG1733	HTH-type transcriptional regulator YodB
GEALKAJD_01263	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GEALKAJD_01264	CDS	2421	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
GEALKAJD_01265	CDS	1011	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
GEALKAJD_01266	CDS	738	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
GEALKAJD_01267	CDS	816	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
GEALKAJD_01268	CDS	648	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
GEALKAJD_01269	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
GEALKAJD_01270	CDS	834	murI	5.1.1.3	COG0796	Glutamate racemase
GEALKAJD_01271	CDS	1356	rph	2.7.7.56		Ribonuclease PH
GEALKAJD_01272	CDS	519				hypothetical protein
GEALKAJD_01273	CDS	501				hypothetical protein
GEALKAJD_01274	CDS	921	ykuT		COG0668	putative MscS family protein YkuT
GEALKAJD_01275	CDS	1014	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
GEALKAJD_01276	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
GEALKAJD_01277	CDS	441	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GEALKAJD_01278	CDS	762				hypothetical protein
GEALKAJD_01279	CDS	1095				hypothetical protein
GEALKAJD_01280	CDS	936	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GEALKAJD_01281	CDS	1011	gap_1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GEALKAJD_01282	CDS	1098	obg	3.6.5.-	COG0536	GTPase Obg
GEALKAJD_01283	CDS	588				hypothetical protein
GEALKAJD_01284	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
GEALKAJD_01285	CDS	789	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GEALKAJD_01286	CDS	435				hypothetical protein
GEALKAJD_01287	CDS	2298				hypothetical protein
GEALKAJD_01288	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GEALKAJD_01289	CDS	219				hypothetical protein
GEALKAJD_01290	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
GEALKAJD_01291	CDS	252				hypothetical protein
GEALKAJD_01292	CDS	1998	tkt	2.2.1.1		Transketolase
GEALKAJD_01293	CDS	888		3.2.1.-	COG1388	Autolysin
GEALKAJD_01294	CDS	693	cysK	2.5.1.47		Cysteine synthase
GEALKAJD_01295	CDS	447	perR		COG0735	Peroxide operon regulator
GEALKAJD_01296	CDS	1353	nox_1	1.6.99.3	COG0446	NADH oxidase
GEALKAJD_01297	CDS	288				hypothetical protein
GEALKAJD_01298	CDS	444				hypothetical protein
GEALKAJD_01299	CDS	1029	tetA			Tetracycline resistance protein, class C
GEALKAJD_01300	CDS	699	dnaD		COG3935	DNA replication protein DnaD
GEALKAJD_01301	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
GEALKAJD_01302	CDS	498				hypothetical protein
GEALKAJD_01303	CDS	2382	ponA_1		COG0744	Penicillin-binding protein 1A
GEALKAJD_01304	CDS	648	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
GEALKAJD_01305	CDS	102				hypothetical protein
GEALKAJD_01306	CDS	420	gpsB			Cell cycle protein GpsB
GEALKAJD_01307	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
GEALKAJD_01308	CDS	1497	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
GEALKAJD_01309	CDS	684	yedJ		COG1418	putative protein YedJ
GEALKAJD_01310	CDS	222				hypothetical protein
GEALKAJD_01311	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
GEALKAJD_01312	CDS	954				putative epimerase/dehydratase
GEALKAJD_01313	CDS	1350	steT_1		COG0531	Serine/threonine exchanger SteT
GEALKAJD_01314	CDS	324				hypothetical protein
GEALKAJD_01315	CDS	1164				hypothetical protein
GEALKAJD_01316	CDS	1350	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
GEALKAJD_01317	CDS	432		2.3.1.-		Acetyltransferase
GEALKAJD_01318	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
GEALKAJD_01319	CDS	597	panT_2			Pantothenate transporter PanT
GEALKAJD_01320	CDS	1149	fieF			Ferrous-iron efflux pump FieF
GEALKAJD_01321	CDS	414	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
GEALKAJD_01322	CDS	432				hypothetical protein
GEALKAJD_01323	CDS	234				hypothetical protein
GEALKAJD_01324	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
GEALKAJD_01325	CDS	387				hypothetical protein
GEALKAJD_01326	CDS	699				hypothetical protein
GEALKAJD_01327	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GEALKAJD_01328	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GEALKAJD_01329	CDS	540	pyrR			Bifunctional protein pyrR
GEALKAJD_01330	CDS	1284	pyrP			Uracil permease
GEALKAJD_01331	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
GEALKAJD_01332	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
GEALKAJD_01333	CDS	1077	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
GEALKAJD_01334	CDS	3186	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
GEALKAJD_01335	CDS	777	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
GEALKAJD_01336	CDS	933	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
GEALKAJD_01337	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GEALKAJD_01338	CDS	630	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GEALKAJD_01339	CDS	642	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
GEALKAJD_01340	CDS	705	cah	4.2.1.1	COG3338	Carbonic anhydrase
GEALKAJD_01341	CDS	903	hdfR_2			HTH-type transcriptional regulator HdfR
GEALKAJD_01342	CDS	1707	rqcH		COG1293	Rqc2 RqcH
GEALKAJD_01343	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_01344	CDS	624				hypothetical protein
GEALKAJD_01345	CDS	1050				hypothetical protein
GEALKAJD_01346	CDS	882				hypothetical protein
GEALKAJD_01347	CDS	771	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
GEALKAJD_01348	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GEALKAJD_01349	CDS	1164	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GEALKAJD_01350	CDS	180				hypothetical protein
GEALKAJD_01351	CDS	222				hypothetical protein
GEALKAJD_01352	CDS	2229	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
GEALKAJD_01353	CDS	318				hypothetical protein
GEALKAJD_01354	CDS	237				hypothetical protein
GEALKAJD_01355	CDS	399				hypothetical protein
GEALKAJD_01356	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
GEALKAJD_01357	CDS	174				hypothetical protein
GEALKAJD_01358	CDS	945	rhaS_3			HTH-type transcriptional activator RhaS
GEALKAJD_01359	CDS	1209				hypothetical protein
GEALKAJD_01360	CDS	2016				hypothetical protein
GEALKAJD_01361	CDS	1374	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
GEALKAJD_01362	CDS	285				hypothetical protein
GEALKAJD_01363	CDS	2016				hypothetical protein
GEALKAJD_01364	CDS	306				hypothetical protein
GEALKAJD_01365	CDS	1032	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
GEALKAJD_01366	CDS	876	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
GEALKAJD_01367	CDS	843				hypothetical protein
GEALKAJD_01368	CDS	1878				hypothetical protein
GEALKAJD_01369	CDS	1422				hypothetical protein
GEALKAJD_01370	CDS	3390				hypothetical protein
GEALKAJD_01371	CDS	1392				hypothetical protein
GEALKAJD_01372	CDS	648				hypothetical protein
GEALKAJD_01373	CDS	687	hrtA_1	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
GEALKAJD_01374	CDS	1074			COG0577	putative ABC transporter permease
GEALKAJD_01375	CDS	675	mprA			Response regulator MprA
GEALKAJD_01376	CDS	1341	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GEALKAJD_01377	CDS	987	ysnF			Stress response protein YsnF
GEALKAJD_01378	CDS	1032	xerC_6			Tyrosine recombinase XerC
GEALKAJD_01379	CDS	1533	fcbA2	6.2.1.33		4-chlorobenzoate--CoA ligase
GEALKAJD_01380	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
GEALKAJD_01381	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
GEALKAJD_01382	CDS	546				hypothetical protein
GEALKAJD_01383	CDS	1644	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
GEALKAJD_01384	CDS	2229				hypothetical protein
GEALKAJD_01385	CDS	480				hypothetical protein
GEALKAJD_01386	CDS	849	degV		COG1307	Protein DegV
GEALKAJD_01387	CDS	1611	murJ_1		COG2244	Lipid II flippase MurJ
GEALKAJD_01388	CDS	318				hypothetical protein
GEALKAJD_01389	CDS	780	ygaZ_1		COG1296	Inner membrane protein YgaZ
GEALKAJD_01390	CDS	936				hypothetical protein
GEALKAJD_01391	CDS	393				hypothetical protein
GEALKAJD_01392	CDS	519				hypothetical protein
GEALKAJD_01393	CDS	807				hypothetical protein
GEALKAJD_01394	CDS	162				hypothetical protein
GEALKAJD_01395	CDS	918				hypothetical protein
GEALKAJD_01396	CDS	192				hypothetical protein
GEALKAJD_01397	CDS	1509				hypothetical protein
GEALKAJD_01398	CDS	1182	nupC		COG1972	Nucleoside permease NupC
GEALKAJD_01399	CDS	549	gmk_1	2.7.4.8	COG0194	Guanylate kinase
GEALKAJD_01400	CDS	513				hypothetical protein
GEALKAJD_01401	CDS	957				hypothetical protein
GEALKAJD_01402	CDS	690				hypothetical protein
GEALKAJD_01403	CDS	660	yecS_1		COG0765	L-cystine transport system permease protein YecS
GEALKAJD_01404	CDS	837	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
GEALKAJD_01405	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
GEALKAJD_01406	CDS	897	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
GEALKAJD_01407	CDS	648				hypothetical protein
GEALKAJD_01408	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
GEALKAJD_01409	CDS	324				hypothetical protein
GEALKAJD_01410	CDS	531				hypothetical protein
GEALKAJD_01411	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
GEALKAJD_01412	CDS	1302				hypothetical protein
GEALKAJD_01413	CDS	1260	mdxE		COG2182	Maltodextrin-binding protein MdxE
GEALKAJD_01414	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
GEALKAJD_01415	CDS	849				hypothetical protein
GEALKAJD_01416	CDS	435				hypothetical protein
GEALKAJD_01417	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
GEALKAJD_01418	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
GEALKAJD_01419	CDS	1038				hypothetical protein
GEALKAJD_01420	CDS	1290				hypothetical protein
GEALKAJD_01421	CDS	1554				hypothetical protein
GEALKAJD_01422	CDS	1083	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
GEALKAJD_01423	CDS	1647	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
GEALKAJD_01424	CDS	663	rspR_2		COG1802	HTH-type transcriptional repressor RspR
GEALKAJD_01425	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
