"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Enterococcus_faecium_strain1","Enterococcus_faecium_strain2"
"group_3715","","hypothetical protein","2","2","1","7","1563","","","","1301","1301","1301","PCFFDBNJ_00860","GEALKAJD_01412"
"group_3716","","hypothetical protein","2","2","1","7","1883","","","","596","596","596","PCFFDBNJ_01025","GEALKAJD_01258"
"queT_2","","Queuosine precursor transporter QueT","2","2","1","7","2392","","","","503","503","503","PCFFDBNJ_01962","GEALKAJD_02329"
"dgaR_1","","Transcriptional regulatory protein DagR","2","2","1","7","611","","","","2702","2702","2702","PCFFDBNJ_01476","GEALKAJD_00787"
"group_3719","","hypothetical protein","2","2","1","7","2950","","","","1301","1301","1301","PCFFDBNJ_01805","GEALKAJD_00166"
"nth","","Endonuclease III","2","2","1","7","1927","","","","677","677","677","PCFFDBNJ_00982","GEALKAJD_01301"
"ppnKA","","NAD kinase 1","2","2","1","7","2401","","","","797","797","797","PCFFDBNJ_01953","GEALKAJD_02344"
"gloA","","Lactoylglutathione lyase","2","2","1","7","761","","","","371","371","371","PCFFDBNJ_00280","GEALKAJD_02021"
"group_3722","","hypothetical protein","2","2","1","7","2920","","","","1988","1988","1988","PCFFDBNJ_01779","GEALKAJD_00141"
"group_3723","","hypothetical protein","2","2","1","7","3016","","","","977","977","977","PCFFDBNJ_01872","GEALKAJD_00224"
"group_3724","","hypothetical protein","2","2","1","7","3019","","","","905","905","905","PCFFDBNJ_01875","GEALKAJD_00227"
"recN","","DNA repair protein RecN","2","2","1","7","638","","","","1682","1682","1682","PCFFDBNJ_01501","GEALKAJD_00762"
"group_3726","hdfR_1","HTH-type transcriptional regulator HdfR","2","2","1","7","1974","","","","902","902","902","PCFFDBNJ_00935","GEALKAJD_01341"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","2","2","1","7","630","","","","962","962","962","PCFFDBNJ_01493","GEALKAJD_00770"
"rpiA","","Ribose-5-phosphate isomerase A","2","2","1","7","2825","","","","683","683","683","PCFFDBNJ_01682","GEALKAJD_00052"
"ung","","Uracil-DNA glycosylase","2","2","1","7","876","","","","680","680","680","PCFFDBNJ_00196","GEALKAJD_00655"
"cysK","","Cysteine synthase","2","2","1","7","1919","","","","692","926","809","PCFFDBNJ_00989","GEALKAJD_01294"
"group_3730","","hypothetical protein","2","2","1","7","2498","","","","314","314","314","PCFFDBNJ_02695","GEALKAJD_02444"
"ppaC","","putative manganese-dependent inorganic pyrophosphatase","2","2","1","7","1744","","","","926","926","926","PCFFDBNJ_01151","GEALKAJD_01136"
"plsX","","Phosphate acyltransferase","2","2","1","7","2870","","","","1001","1001","1001","PCFFDBNJ_01726","GEALKAJD_00096"
"group_3733","","hypothetical protein","2","2","1","7","880","","","","179","179","179","PCFFDBNJ_00192","GEALKAJD_00651"
"group_3734","","Alpha-monoglucosyldiacylglycerol synthase","2","2","1","7","1140","","","","1223","1223","1223","PCFFDBNJ_01333","GEALKAJD_00937"
"rcsC_1","","Sensor histidine kinase RcsC","2","2","1","7","3598","","","","1448","1448","1448","PCFFDBNJ_00502","GEALKAJD_01706"
"murJ_1","","Lipid II flippase MurJ","2","2","1","7","1589","","","","1610","1610","1610","PCFFDBNJ_00883","GEALKAJD_01387"
"proA","","Gamma-glutamyl phosphate reductase","2","2","1","7","2643","","","","1247","1247","1247","PCFFDBNJ_02262","GEALKAJD_02555"
"group_3738","","hypothetical protein","2","2","1","7","688","","","","1745","1745","1745","PCFFDBNJ_01550","GEALKAJD_00713"
"group_3739","","putative ABC transporter ATP-binding protein","2","2","1","7","508","","","","1715","1715","1715","PCFFDBNJ_02123","GEALKAJD_02185"
"group_374","","Autolysin","2","2","1","7","1918","","","","887","893","890","PCFFDBNJ_00990","GEALKAJD_01293"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","2","2","1","7","2625","","","","578","578","578","PCFFDBNJ_02280","GEALKAJD_02537"
"gdhIV","","Glucose 1-dehydrogenase 4","2","2","1","7","3504","","","","785","785","785","PCFFDBNJ_00591","GEALKAJD_01626"
"dut","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","2","2","1","7","2641","","","","527","527","527","PCFFDBNJ_02264","GEALKAJD_02553"
"rsmC","","Ribosomal RNA small subunit methyltransferase C","2","2","1","7","2810","","","","605","605","605","PCFFDBNJ_01667","GEALKAJD_00037"
"pyrK","","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","2","2","1","7","1967","","","","776","776","776","PCFFDBNJ_00948","GEALKAJD_01335"
"ntpJ_1","","Potassium/sodium uptake protein NtpJ","2","2","1","7","768","","","","1355","1355","1355","PCFFDBNJ_00275","GEALKAJD_02026"
"xpt","","Xanthine phosphoribosyltransferase","2","2","1","7","1791","","","","581","581","581","PCFFDBNJ_01108","GEALKAJD_01184"
"ntpJ_2","","Potassium/sodium uptake protein NtpJ","2","2","1","7","451","","","","1400","1400","1400","PCFFDBNJ_02074","GEALKAJD_02237"
"mltF_2","","Membrane-bound lytic murein transglycosylase F","2","2","1","7","3477","","","","1502","1502","1502","PCFFDBNJ_00612","GEALKAJD_01610"
"trxB","","Thioredoxin reductase","2","2","1","7","3788","","","","926","926","926","PCFFDBNJ_00374","GEALKAJD_01928"
"group_375","","hypothetical protein","2","2","1","7","1912","","","","2297","2297","2297","PCFFDBNJ_00996","GEALKAJD_01287"
"dinF","","DNA damage-inducible protein F","2","2","1","7","2951","","","","1370","1370","1370","PCFFDBNJ_01806","GEALKAJD_00167"
"group_3751","","hypothetical protein","2","2","1","7","3446","","","","503","503","503","PCFFDBNJ_00458","GEALKAJD_01795"
"tkt","","Transketolase","2","2","1","7","1917","","","","1997","1997","1997","PCFFDBNJ_00991","GEALKAJD_01292"
"srlA","","PTS system glucitol/sorbitol-specific EIIC component","2","2","1","7","1460","","","","554","554","554","PCFFDBNJ_00782","GEALKAJD_01500"
"topB_1","","DNA topoisomerase 3","2","2","1","7","2036","","","","1970","1970","1970","PCFFDBNJ_00089","GEALKAJD_00542"
"rph","","Ribonuclease PH","2","2","1","7","1896","","","","1355","1355","1355","PCFFDBNJ_01012","GEALKAJD_01271"
"oppF_1","","Oligopeptide transport ATP-binding protein OppF","2","2","1","7","2873","","","","944","944","944","PCFFDBNJ_01729","GEALKAJD_00099"
"acuR","","Transcriptional regulator AcuR","2","2","1","7","2227","","","","581","581","581","PCFFDBNJ_00045","GEALKAJD_00499"
"group_376","","hypothetical protein","2","2","1","7","1911","","","","434","434","434","PCFFDBNJ_00997","GEALKAJD_01286"
"pepO","","Neutral endopeptidase","2","2","1","7","2054","","","","1907","1907","1907","PCFFDBNJ_00071","GEALKAJD_00529"
"mprF_1","","Phosphatidylglycerol lysyltransferase","2","2","1","7","1673","","","","2591","2591","2591","PCFFDBNJ_01216","GEALKAJD_01069"
"group_3762","","hypothetical protein","2","2","1","7","3420","","","","197","197","197","PCFFDBNJ_00482","GEALKAJD_01729"
"oppF_2","","Oligopeptide transport ATP-binding protein OppF","2","2","1","7","492","","","","953","953","953","PCFFDBNJ_02107","GEALKAJD_02200"
"group_3764","","DegV domain-containing protein","2","2","1","7","1718","","","","842","842","842","PCFFDBNJ_01175","GEALKAJD_01111"
"group_3765","","hypothetical protein","2","2","1","7","3729","","","","176","176","176","PCFFDBNJ_00317","GEALKAJD_01983"
"lacR_1","","Lactose phosphotransferase system repressor","2","2","1","7","1039","","","","791","791","791","PCFFDBNJ_01245","GEALKAJD_01039"
"pnp_2","","Polyribonucleotide nucleotidyltransferase","2","2","1","7","2581","","","","470","470","470","PCFFDBNJ_02323","GEALKAJD_02494"
"group_3768","","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase","2","2","1","7","2914","","","","773","773","773","PCFFDBNJ_01772","GEALKAJD_00135"
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase","2","2","1","7","448","","","","1151","1151","1151","PCFFDBNJ_02071","GEALKAJD_02240"
"group_377","","hypothetical protein","2","2","1","7","1908","","","","587","587","587","PCFFDBNJ_01000","GEALKAJD_01283"
"ackA","","Acetate kinase","2","2","1","7","2436","","","","1184","1184","1184","PCFFDBNJ_01922","GEALKAJD_02377"
"group_3771","","hypothetical protein","2","2","1","7","1226","","","","2033","2033","2033","PCFFDBNJ_01389","GEALKAJD_00873"
"ftsL","","Cell division protein FtsL","2","2","1","7","632","","","","401","401","401","PCFFDBNJ_01495","GEALKAJD_00768"
"group_3773","","hypothetical protein","2","2","1","7","3217","","","","2051","2063","2057","PCFFDBNJ_02558","GEALKAJD_02675"
"yghA","","putative oxidoreductase YghA","2","2","1","7","1506","","","","893","893","893","PCFFDBNJ_00810","GEALKAJD_01458"
"ribT","","Protein RibT","2","2","1","7","1685","","","","371","371","371","PCFFDBNJ_01204","GEALKAJD_01081"
"glnH","","ABC transporter glutamine-binding protein GlnH","2","2","1","7","1892","","","","815","815","815","PCFFDBNJ_01016","GEALKAJD_01267"
"spoIIIE","","DNA translocase SpoIIIE","2","2","1","7","483","","","","2447","2447","2447","PCFFDBNJ_02098","GEALKAJD_02209"
"argR_1","","Arginine repressor","2","2","1","7","2233","","","","455","455","455","PCFFDBNJ_00039","GEALKAJD_00493"
"yadG","","putative ABC transporter ATP-binding protein YadG","2","2","1","7","2686","","","","935","935","935","PCFFDBNJ_02227","GEALKAJD_02583"
"obg","","GTPase Obg","2","2","1","7","1907","","","","1097","1313","1205","PCFFDBNJ_01001","GEALKAJD_01282"
"dnaD","","DNA replication protein DnaD","2","2","1","7","1926","","","","698","698","698","PCFFDBNJ_00983","GEALKAJD_01300"
"cspLA","","Cold shock-like protein CspLA","2","2","1","7","3661","","","","200","200","200","PCFFDBNJ_00429","GEALKAJD_01848"
"group_3782","","2-haloacrylate reductase","2","2","1","7","863","","","","983","983","983","PCFFDBNJ_00209","GEALKAJD_00668"
"ligA","","DNA ligase","2","2","1","7","2553","","","","2036","2036","2036","PCFFDBNJ_00645","GEALKAJD_01573"
"yibN","","putative protein YibN","2","2","1","7","3545","","","","395","395","395","PCFFDBNJ_00552","GEALKAJD_01665"
"alsS","","Acetolactate synthase","2","2","1","7","3407","","","","1664","1664","1664","PCFFDBNJ_00492","GEALKAJD_01719"
"hssR","","Heme response regulator HssR","2","2","1","7","3078","","","","668","668","668","PCFFDBNJ_02363","GEALKAJD_00418"
"group_3787","bglF_2","PTS system beta-glucoside-specific EIIBCA component","2","2","1","7","3095","","","","1373","1373","1373","PCFFDBNJ_02349","GEALKAJD_00432"
"rnr","","Ribonuclease R","2","2","1","7","734","","","","2357","2357","2357","PCFFDBNJ_00305","GEALKAJD_01995"
"ygaZ_1","","Inner membrane protein YgaZ","2","2","1","7","1587","","","","779","779","779","PCFFDBNJ_00881","GEALKAJD_01389"
"menH_2","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","7","1905","","","","935","935","935","PCFFDBNJ_01003","GEALKAJD_01280"
"rnmV","","Ribonuclease M5","2","2","1","7","501","","","","560","569","564","PCFFDBNJ_02116","GEALKAJD_02192"
"ulaA_2","","Ascorbate-specific PTS system EIIC component","2","2","1","7","1072","","","","1484","1484","1484","PCFFDBNJ_01260","GEALKAJD_01013"
"nhaK","","hypothetical protein","2","2","1","7","1713","","","","2078","2078","2078","PCFFDBNJ_01180","GEALKAJD_01106"
"group_3793","","hypothetical protein","2","2","1","7","3518","","","","800","800","800","PCFFDBNJ_00578","GEALKAJD_01640"
"yifK","","putative transport protein YifK","2","2","1","7","2245","","","","1370","1370","1370","PCFFDBNJ_00028","GEALKAJD_00482"
"hcaB","","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","2","2","1","7","1910","","","","788","788","788","PCFFDBNJ_00998","GEALKAJD_01285"
"group_3796","","putative ABC transporter ATP-binding protein","2","2","1","7","507","","","","1763","1763","1763","PCFFDBNJ_02122","GEALKAJD_02186"
"xerC_7","","Tyrosine recombinase XerC","2","2","1","7","141","","","","554","554","554","PCFFDBNJ_02659","GEALKAJD_02843"
"araQ_6","","L-arabinose transport system permease protein AraQ","2","2","1","7","2485","","","","920","920","920","PCFFDBNJ_02706","GEALKAJD_02434"
"ileS","","Isoleucine--tRNA ligase","2","2","1","7","620","","","","2798","2798","2798","PCFFDBNJ_01483","GEALKAJD_00780"
"group_380","","hypothetical protein","2","2","1","7","1903","","","","755","761","758","PCFFDBNJ_01005","GEALKAJD_01278"
"group_3800","","hypothetical protein","2","2","1","7","785","","","","548","548","548","PCFFDBNJ_00258","GEALKAJD_02043"
"group_3801","","hypothetical protein","2","2","1","7","3063","","","","1661","1661","1661","PCFFDBNJ_02377","GEALKAJD_00404"
"group_3802","","hypothetical protein","2","2","1","7","2926","","","","578","578","578","PCFFDBNJ_01784","GEALKAJD_00147"
"ecfT","","Energy-coupling factor transporter transmembrane protein EcfT","2","2","1","7","2862","","","","797","797","797","PCFFDBNJ_01718","GEALKAJD_00089"
"group_3804","","hypothetical protein","2","2","1","7","938","","","","326","326","326","PCFFDBNJ_00139","GEALKAJD_00599"
"glnP","","putative glutamine ABC transporter permease protein GlnP","2","2","1","7","1894","","","","656","656","656","PCFFDBNJ_01014","GEALKAJD_01269"
"gshAB","","Glutathione biosynthesis bifunctional protein GshAB","2","2","1","7","2881","","","","2267","2267","2267","PCFFDBNJ_01739","GEALKAJD_00107"
"mutS2_1","","Endonuclease MutS2","2","2","1","7","784","","","","2360","2360","2360","PCFFDBNJ_00259","GEALKAJD_02042"
"galE","","UDP-glucose 4-epimerase","2","2","1","7","3541","","","","989","989","989","PCFFDBNJ_00556","GEALKAJD_01661"
"group_3809","","hypothetical protein","2","2","1","7","1399","","","","941","941","941","PCFFDBNJ_00685","GEALKAJD_01536"
"murI","","Glutamate racemase","2","2","1","7","1895","","","","812","833","822","PCFFDBNJ_01013","GEALKAJD_01270"
"group_3810","","Putative lipid kinase","2","2","1","7","950","","","","884","884","884","PCFFDBNJ_00128","GEALKAJD_00591"
"rnpA","","Ribonuclease P protein component","2","2","1","7","2758","","","","356","356","356","PCFFDBNJ_01623","GEALKAJD_02655"
"aspB","","Asparagine--oxo-acid transaminase","2","2","1","7","3658","","","","1190","1190","1190","PCFFDBNJ_00432","GEALKAJD_01845"
"yvgN","","Glyoxal reductase","2","2","1","7","1668","","","","851","851","851","PCFFDBNJ_01220","GEALKAJD_01063"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","2","2","1","7","2752","","","","713","713","713","PCFFDBNJ_01617","GEALKAJD_02649"
"ymdB","","2',3'-cyclic-nucleotide 2'-phosphodiesterase","2","2","1","7","2915","","","","797","797","797","PCFFDBNJ_01774","GEALKAJD_00136"
"dus","","putative tRNA-dihydrouridine synthase","2","2","1","7","2683","","","","983","983","983","PCFFDBNJ_02229","GEALKAJD_02581"
"group_3817","","hypothetical protein","2","2","1","7","893","","","","1982","1982","1982","PCFFDBNJ_00179","GEALKAJD_00638"
"group_3818","","hypothetical protein","2","2","1","7","2212","","","","1439","1439","1439","PCFFDBNJ_02449","GEALKAJD_00331"
"baiN","","3-dehydro-bile acid delta(4,6)-reductase","2","2","1","7","3605","","","","1253","1253","1253","PCFFDBNJ_00509","GEALKAJD_01699"
"pheT","","Phenylalanine--tRNA ligase beta subunit","2","2","1","7","1889","","","","2420","2420","2420","PCFFDBNJ_01019","GEALKAJD_01264"
"murB","","UDP-N-acetylenolpyruvoylglucosamine reductase","2","2","1","7","869","","","","935","935","935","PCFFDBNJ_00203","GEALKAJD_00662"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","2","2","1","7","1833","","","","560","560","560","PCFFDBNJ_01069","GEALKAJD_01222"
"tagO","","putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","2","2","1","7","1236","","","","1139","1139","1139","PCFFDBNJ_01397","GEALKAJD_00864"
"pepS","","Aminopeptidase PepS","2","2","1","7","1241","","","","1232","1232","1232","PCFFDBNJ_01402","GEALKAJD_00859"
"atpH","","ATP synthase subunit delta","2","2","1","7","729","","","","542","542","542","PCFFDBNJ_00310","GEALKAJD_01990"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","2","2","1","7","3781","","","","1751","1751","1751","PCFFDBNJ_00367","GEALKAJD_01935"
"bmr3","","Multidrug resistance protein 3","2","2","1","7","2571","","","","1472","1472","1472","PCFFDBNJ_02684","GEALKAJD_02463"
"ybhL","","Inner membrane protein YbhL","2","2","1","7","1406","","","","683","683","683","PCFFDBNJ_00692","GEALKAJD_01529"
"glnR","","HTH-type transcriptional regulator GlnR","2","2","1","7","715","","","","392","392","392","PCFFDBNJ_01576","GEALKAJD_00694"
"pheS","","Phenylalanine--tRNA ligase alpha subunit","2","2","1","7","1888","","","","1043","1043","1043","PCFFDBNJ_01020","GEALKAJD_01263"
"group_3831","","hypothetical protein","2","2","1","7","564","","","","737","737","737","PCFFDBNJ_01601","GEALKAJD_02130"
"group_3832","","hypothetical protein","2","2","1","7","3567","","","","566","566","566","PCFFDBNJ_00537","GEALKAJD_01683"
"sodA","","Superoxide dismutase [Mn]","2","2","1","7","1167","","","","608","608","608","PCFFDBNJ_01359","GEALKAJD_00918"
"tdk_2","","Thymidine kinase","2","2","1","7","460","","","","584","584","584","PCFFDBNJ_02080","GEALKAJD_02229"
"ugpB","","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","2","2","1","7","411","","","","1271","1271","1271","PCFFDBNJ_02037","GEALKAJD_02273"
"spsB","","Signal peptidase IB","2","2","1","7","457","","","","569","569","569","PCFFDBNJ_02078","GEALKAJD_02233"
"act","","Methanol dehydrogenase activator","2","2","1","7","2060","","","","563","563","563","PCFFDBNJ_00066","GEALKAJD_00524"
"helD_1","","DNA helicase IV","2","2","1","7","1114","","","","2279","2279","2279","PCFFDBNJ_01308","GEALKAJD_00962"
"rpmD","","50S ribosomal protein L30","2","2","1","7","2850","","","","179","179","179","PCFFDBNJ_01706","GEALKAJD_00077"
"addB","","ATP-dependent helicase/deoxyribonuclease subunit B","2","2","1","7","1885","","","","3527","3527","3527","PCFFDBNJ_01023","GEALKAJD_01260"
"tagU_2","","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","2","2","1","7","1983","","","","1163","1163","1163","PCFFDBNJ_00928","GEALKAJD_01349"
